day,h1,h10,h11,h12,h13,h14,h15,h16,h17,h18,h19,h2,h20,h21,h22,h23,h24,h3,h4,h5,h6,h7,h8,h9,month,year,"zone_id"
21,829034,1065651,1088586,1119799,1155752,1190358,1220452,1220922,1229220,1237838,1233029,794148,1230149,1246681,1101688,972232,900901,779141,775669,789396,858160,985285,1062718,1056934,5,2015,
22,831457,1061836,1130773,1183990,1239151,1301731,1347551,1400834,1447653,1449927,1413132,791051,1359226,1330019,1303334,1180959,1049815,757056,729213,725620,723146,759232,851164,964947,5,2015,
23,937657,1224230,1311853,1381817,1440823,1465899,1443594,1445901,1453081,1449721,1452813,872232,1452896,1447186,1397508,1247036,1103770,838827,820371,805736,798866,817399,938100,1096464,5,2015,
24,982583,1284021,1356807,1421853,1481779,1523312,1511115,1508215,1538254,1571328,1599208,940709,1563469,1521579,1457206,1310851,1140715,905670,893463,902474,950986,1091180,1204716,1227516,5,2015,
25,1030944,1241447,1296160,1360807,1430610,1483065,1493384,1497101,1537664,1527389,1503114,975428,1426702,1431582,1376011,1202766,1053061,942706,913348,911554,959294,1087449,1183331,1200954,5,2015,
26,962861,1174809,1222853,1263262,1288694,1328022,1361251,1371271,1394080,1390865,1361233,902774,1312070,1273351,1214122,1091920,964275,869197,856093,851978,910281,1047476,1100968,1118729,5,2015,
27,882194,1103005,1145765,1177007,1208850,1250042,1276098,1303307,1352076,1392371,1366391,836731,1325553,1332671,1295294,1150341,1009871,818057,823886,834197,897169,1031962,1088742,1080603,5,2015,
28,915341,1102868,1135021,1153473,1186758,1190408,1226659,1232179,1247056,1253706,1222576,869879,1173504,1150382,1146013,1053996,940302,835996,825334,837614,900281,1025671,1102688,1114238,5,2015,
29,837440,935526,969392,971881,973345,982421,992011,1004764,1034189,1019451,989960,784501,954997,938602,935825,862285,752618,740043,714888,710915,716582,747707,809512,893035,5,2015,
30,673557,914407,935562,932405,890064,891334,896357,902718,898455,909942,895504,638797,890104,910326,923137,862154,804200,616234,625440,640810,645126,668523,752096,848810,5,2015,
31,743735,951938,1012734,1030903,1038136,1026411,1027517,1046165,1083070,1118832,1120472,703781,1126535,1117841,1096409,988572,867259,690357,673809,674955,687524,708998,757960,851006,5,2015,
1,774703,1092484,1124120,1147477,1157229,1166804,1152818,1178216,1221309,1235715,1216562,741309,1180894,1182235,1168022,1043974,904434,680121,644688,669401,743035,907794,1026161,1049648,6,2015,
2,811555,1053338,1104094,1133680,1147805,1181524,1208788,1237350,1280094,1295111,1284354,784117,1242731,1221524,1208179,1083757,925680,772549,754331,766267,838157,952393,1043147,1028437,6,2015,
3,838777,1078398,1087905,1102312,1145162,1176198,1196104,1236261,1271548,1287873,1280177,803558,1234875,1220948,1222942,1084379,928073,779344,764629,785478,841283,975354,1053043,1072832,6,2015,
4,837785,1034568,1038793,1049311,1045384,1024412,1007799,998173,1011922,1028082,1017559,796562,1001883,1023254,1003681,935644,840840,767056,755819,782002,841820,960660,1036865,1027975,6,2015,
5,770753,981415,1000848,990033,975663,955503,939890,934810,949011,954210,944272,740191,949184,959189,939106,877857,798139,716104,712921,722165,742461,778886,842419,924500,6,2015,
6,726310,924316,939440,941285,941505,940730,934778,938844,966372,983648,995988,683760,998857,1032972,1049650,952137,838153,666989,657846,668988,673207,703717,774992,874270,6,2015,
7,767882,1039847,1058182,1103444,1133843,1187479,1205632,1245393,1273448,1298321,1292849,743300,1259497,1249551,1237637,1103885,953600,725175,716383,739713,813478,943437,1015411,1014758,6,2015,
8,918492,1131200,1190865,1264019,1326813,1384676,1427768,1472810,1510393,1520043,1492426,858119,1450163,1417494,1407474,1255295,1098183,830301,816168,841202,898022,1016909,1088197,1101283,6,2015,
9,1004443,1250523,1340726,1400893,1466806,1539491,1580462,1585895,1628121,1641327,1640662,957106,1593129,1585036,1560188,1396870,1208026,924999,907873,917252,942589,1034467,1113374,1144829,6,2015,
10,1108616,1348235,1421674,1474342,1518661,1554127,1557473,1526553,1530972,1525675,1477147,1039379,1463551,1440895,1412456,1289166,1087439,1009285,981577,985568,1021495,1146790,1252731,1288749,6,2015,
11,1002782,1210824,1238597,1231938,1220292,1223666,1204217,1189023,1188421,1175157,1168842,980676,1131772,1109762,1067348,1003443,926380,959487,937727,939355,992180,1094016,1171165,1199066,6,2015,
12,846851,1021451,1052058,1055059,1068214,1075320,1095352,1109820,1134583,1143218,1122088,780522,1081517,1071202,1066114,988384,891740,763492,757084,759540,763990,801990,880448,968694,6,2015,
13,805096,986480,997044,1013305,1033933,1024518,1021974,1033646,1037261,1049511,1056777,758838,1062738,1082852,1083626,1000656,905313,728654,713040,709413,717551,750463,819998,912720,6,2015,
14,850249,1175426,1240556,1300856,1353354,1394047,1438430,1455320,1483629,1519157,1503127,826137,1458747,1432988,1420410,1286544,1150245,798442,806931,827286,886769,989359,1066247,1114752,6,2015,
15,1057291,1337528,1415309,1470718,1520565,1571535,1613033,1651556,1658130,1629677,1562908,1002693,1488917,1459411,1422455,1296036,1156942,969354,957137,962643,1010718,1112975,1208957,1277336,6,2015,
16,1063494,1251568,1340256,1397258,1457425,1514914,1555501,1582709,1582526,1580456,1553170,979973,1519916,1497905,1477532,1356334,1204029,914737,901587,909849,953452,1047978,1140717,1188507,6,2015,
17,1094837,1369470,1469093,1550868,1615280,1678005,1707377,1696165,1691425,1680296,1666533,1045497,1629162,1589149,1523052,1395154,1236837,1014772,993369,993910,1024281,1116318,1226776,1296790,6,2015,
18,1131843,1394440,1477458,1551896,1619380,1659843,1666045,1667204,1693650,1693920,1665103,1069935,1592051,1539854,1501871,1386888,1249101,1032078,1005119,1013228,1049956,1143774,1242799,1317405,6,2015,
19,1133937,1286676,1347954,1383929,1413285,1416277,1405744,1405273,1406504,1403332,1358318,1050563,1299820,1235938,1210545,1123620,1003594,1000851,963504,943871,942906,962182,1070116,1188366,6,2015,
20,891200,994027,1023191,1029204,1052870,1068601,1077329,1102903,1128844,1154466,1141584,818379,1115085,1093873,1110259,1017423,897575,778909,748027,735528,728540,752409,840685,924366,6,2015,
21,803872,1077814,1127608,1158832,1181897,1216094,1245188,1276866,1310602,1331733,1323967,777214,1285262,1262004,1270609,1169070,1015871,751843,746441,777726,827173,903572,993282,1035201,6,2015,
22,932131,1173856,1259991,1319579,1387278,1451601,1478204,1493040,1536619,1553682,1537684,890323,1494861,1448219,1423837,1301724,1144809,873158,861903,879328,919958,1011884,1097765,1129635,6,2015,
23,1045626,1193783,1220866,1249916,1259684,1277151,1286349,1293210,1312508,1339395,1346895,984286,1323273,1293246,1295707,1186123,1043066,947374,928491,938399,980006,1066026,1157317,1178542,6,2015,
24,956974,1250194,1310750,1357049,1400038,1455823,1497850,1545876,1550812,1564900,1545568,902759,1477058,1405782,1396916,1273780,1119829,885013,872761,875723,916777,995862,1090435,1154680,6,2015,
25,1022714,1239733,1301149,1362113,1399126,1419318,1427796,1421011,1389901,1357119,1315546,953699,1299498,1282104,1263729,1160111,1054441,914053,896478,903672,956291,1042567,1136541,1164343,6,2015,
26,965332,1130150,1171381,1208377,1255138,1262905,1275601,1312390,1329802,1326687,1287529,900934,1230912,1178855,1160288,1061823,954795,874544,855383,840362,858776,883696,965456,1050380,6,2015,
27,860991,1034048,1074518,1107399,1124977,1151720,1188658,1209928,1247878,1274400,1245045,792626,1212751,1190968,1196266,1088896,966544,759960,737747,729205,732790,755387,817417,943908,6,2015,
28,868177,1150938,1208088,1251078,1277970,1313486,1340347,1384557,1446396,1467687,1461924,826767,1412226,1391832,1388646,1272995,1118115,800814,799630,811611,868247,946439,1033158,1098403,6,2015,
29,953585,1149665,1189630,1225531,1262144,1298783,1331010,1371791,1402516,1426233,1415485,901052,1363876,1306247,1280242,1162696,1014315,865787,841254,843412,885164,964803,1059924,1102814,6,2015,
30,917414,1134395,1193696,1262471,1309977,1356216,1395803,1424433,1468211,1483175,1464544,856505,1406027,1366174,1342115,1219026,1066049,832548,817959,832573,884758,969518,1049510,1080785,6,2015,
1,968059,1218674,1281411,1372726,1446059,1493427,1512838,1505339,1544670,1572376,1583441,917721,1562769,1496895,1449481,1330931,1167385,887830,873886,871138,916693,980932,1080110,1164310,7,2015,
2,1066050,1357874,1448185,1526031,1565177,1604375,1620039,1616642,1627515,1637352,1653269,1032746,1582263,1497082,1453647,1346684,1194516,980662,948320,943654,980928,1063137,1183017,1268138,7,2015,
3,1064328,1201553,1308465,1389479,1427075,1494929,1528778,1548447,1547124,1542686,1500762,986612,1422510,1348673,1319587,1233466,1106215,932281,906474,888515,877124,891358,959918,1104872,7,2015,
4,1019992,1135750,1206034,1280860,1363150,1392740,1376329,1382847,1380568,1371035,1326516,961652,1273777,1226025,1164931,1133743,1055729,917710,903179,882823,873070,885750,941522,1042437,7,2015,
5,1001404,1265560,1402727,1505356,1580516,1624117,1606275,1596665,1606728,1624363,1675380,947151,1644259,1554660,1517864,1385067,1233259,915782,876190,891452,872770,876635,933608,1086007,7,2015,
6,1120059,1367060,1453605,1517056,1574783,1635621,1655245,1688765,1702679,1703943,1715471,1072057,1689486,1611829,1576955,1419855,1249345,1021971,993913,988112,1030621,1098872,1200120,1283718,7,2015,
7,1132411,1372442,1461475,1545119,1606108,1630193,1624317,1598860,1623517,1653192,1588473,1080874,1534002,1499459,1453872,1337782,1194238,1035491,1014305,1010524,1033642,1108286,1217550,1283203,7,2015,
8,1079867,1345695,1408880,1481656,1533398,1550789,1585720,1596154,1687677,1721874,1696214,1017097,1594858,1534058,1524892,1391188,1229389,992310,956471,965408,997495,1087591,1175937,1268936,7,2015,
9,1091601,1369802,1425878,1469167,1509844,1562574,1589001,1633126,1664425,1686041,1655604,1034003,1550392,1453728,1403804,1277682,1109517,982719,956497,963920,997530,1092053,1171544,1271321,7,2015,
10,976497,1138902,1238260,1314842,1359212,1411139,1410409,1393889,1386339,1370873,1354743,890651,1311040,1272870,1257570,1196549,1086665,837995,815073,803214,800692,805753,860518,1019530,7,2015,
11,959970,1180759,1262163,1355286,1431009,1500365,1524144,1542715,1549619,1539745,1505066,897147,1460406,1411767,1394274,1282289,1153773,885852,863157,854151,852593,878608,958588,1079413,7,2015,
12,1054451,1242838,1296991,1375590,1451264,1475684,1501692,1541881,1521334,1503029,1492562,1014730,1468726,1425870,1387942,1268153,1146689,978977,961193,959280,1000372,1068889,1139588,1191470,7,2015,
13,1022131,1216278,1281427,1322497,1375273,1456240,1534329,1584058,1589227,1610310,1581344,976040,1507734,1451868,1423061,1283903,1120902,936842,937683,940602,991470,1075563,1135059,1179814,7,2015,
14,1043618,1200279,1297909,1378195,1402508,1438808,1441701,1457579,1486657,1498620,1446549,992192,1394715,1335268,1313992,1229087,1084131,961153,950348,936663,971408,1021905,1094120,1143542,7,2015,
15,1000401,1212833,1242420,1281105,1301238,1313926,1333921,1357391,1426962,1452503,1427572,954376,1371738,1342679,1322794,1203938,1043266,927579,903876,907578,934019,1020784,1131458,1175703,7,2015,
16,921746,1158564,1232042,1289414,1318266,1342844,1362426,1367753,1441578,1488908,1469314,898760,1386263,1356055,1324865,1218322,1090951,866095,846684,844443,888113,978958,1061844,1097693,7,2015,
17,934416,1072158,1174840,1200585,1223997,1274020,1303151,1295159,1314196,1311890,1301047,875328,1250290,1219695,1188544,1115482,987945,831397,795016,785600,800867,797276,871233,992070,7,2015,
18,919069,1010031,1031502,1068459,1099459,1114143,1102442,1119825,1157227,1188266,1189899,875330,1150146,1131933,1140281,1057893,925798,840916,824304,828342,830016,847940,882117,951918,7,2015,
19,887543,1090750,1134379,1186589,1246328,1295896,1340771,1374028,1398013,1413013,1412994,857948,1387924,1367339,1332904,1200237,1055033,846856,832670,844925,886817,977258,1026178,1075174,7,2015,
20,979823,1218153,1292904,1361256,1415808,1469374,1513104,1571131,1584440,1605506,1564815,911304,1488360,1424287,1405086,1272129,1122949,881230,874470,874387,929339,981689,1069559,1161759,7,2015,
21,1002026,1200870,1304522,1398690,1469507,1536856,1605502,1648092,1679701,1743433,1700984,942150,1590543,1556308,1517992,1367343,1191042,903302,876047,881462,909751,1001051,1076658,1121823,7,2015,
22,1171076,1415000,1407401,1500264,1565423,1570601,1534425,1514412,1482869,1480390,1508158,1111670,1472644,1450991,1434468,1318133,1185800,1059901,1040436,1037624,1085454,1160993,1250344,1328327,7,2015,
23,1091382,1239971,1306216,1357230,1413656,1499473,1540268,1580616,1587526,1573178,1499864,1028716,1444829,1399182,1369484,1275937,1150799,990584,961598,961476,984771,1047261,1121941,1174653,7,2015,
24,1050026,1122228,1174991,1202210,1235410,1242518,1262324,1266361,1284902,1272908,1239797,974608,1202791,1185359,1176645,1103254,992855,934223,904821,885076,894077,917404,977296,1045418,7,2015,
25,908198,1048819,1087436,1102475,1107739,1112935,1098360,1100481,1098334,1113496,1116034,858292,1114770,1139344,1125571,1051074,951272,819729,803259,797542,796397,823596,880718,968611,7,2015,
26,885507,1063198,1176600,1215937,1229736,1265471,1293159,1379933,1309443,1332674,1331906,855290,1324108,1328114,1311903,1209118,1092312,828745,828061,841432,887619,983663,1057551,1092490,7,2015,
27,1010424,1241108,1303269,1364785,1401687,1454108,1491577,1527394,1526746,1523005,1500585,956229,1455636,1441896,1392071,1274996,1148142,929226,901516,915836,970590,1059874,1139712,1177710,7,2015,
28,1050380,1237472,1293878,1341168,1371712,1402534,1415076,1440847,1454055,1483036,1461968,989620,1402541,1369404,1334891,1215588,1083451,955849,937829,946496,997763,1061863,1130355,1174478,7,2015,
29,994672,1176644,1249427,1310636,1367802,1429979,1485122,1516390,1549225,1566710,1550190,929600,1477642,1447613,1410864,1294801,1171205,900717,877962,885945,927727,986286,1066106,1126980,7,2015,
30,1071334,1326019,1409455,1490502,1542804,1596607,1615497,1597330,1577601,1583199,1579839,1009221,1527997,1482360,1455240,1352685,1232585,964905,950021,949421,1002510,1065775,1162815,1241432,7,2015,
31,1111568,1297613,1372029,1446258,1509333,1542888,1567573,1633873,1659748,1654955,1597254,1041895,1509293,1455676,1428982,1320653,1206749,993557,967458,944408,939187,966219,1068700,1193417,7,2015,
1,1104418,1245254,1315499,1359995,1421962,1430498,1426553,1447754,1471121,1473645,1450655,1034459,1412172,1389256,1384175,1271534,1148565,985723,946413,923495,919753,938545,1008806,1126795,8,2015,
2,1051907,1255079,1330733,1389054,1453834,1521030,1539638,1535156,1523618,1546297,1534592,987536,1485976,1452947,1409725,1289636,1162692,952488,935373,940207,985348,1072985,1156038,1216699,8,2015,
3,1053087,1278872,1335195,1404097,1460253,1523263,1554722,1573921,1602478,1625425,1618083,1001404,1564607,1540616,1471685,1346134,1181352,960112,935044,943381,987802,1061719,1127974,1198479,8,2015,
4,1074167,1305412,1433304,1532041,1603502,1657054,1687939,1670832,1689041,1686109,1661327,1005862,1619559,1576590,1497376,1364220,1213516,954626,928728,931946,968441,1048182,1137725,1214676,8,2015,
5,1114164,1211359,1244986,1273542,1266024,1267491,1253803,1241141,1253620,1277645,1271542,1043157,1234617,1233171,1212393,1117504,988375,1002711,977590,981285,1020302,1089389,1156415,1179039,8,2015,
6,905968,1073172,1097499,1108003,1100716,1099576,1101682,1092234,1100333,1110244,1090337,841581,1060809,1067272,1056358,973899,872763,813565,794651,806607,850378,919908,987794,1034016,8,2015,
7,804895,971622,987188,1001911,1006075,1011938,1022137,1027637,1056316,1061864,1054529,753598,1024885,1025190,1002706,934329,834002,732849,722418,719897,733786,757174,811926,902081,8,2015,
8,756106,938695,966870,1000688,1026279,1055630,1084342,1118324,1150675,1167527,1155219,720100,1131691,1150950,1119612,1026212,907217,690431,679547,674283,683739,701767,766512,864401,8,2015,
9,832556,1096249,1171511,1222276,1277704,1323825,1375252,1413801,1454402,1500667,1478357,775881,1399497,1376801,1314818,1181299,1062009,750465,742090,765453,819090,902297,983132,1029548,8,2015,
10,978067,1193766,1295364,1379110,1442497,1502481,1542754,1561802,1582477,1593747,1560659,916013,1493308,1478347,1423110,1292171,1146911,887487,865637,873687,919102,1001449,1064562,1130421,8,2015,
11,1051051,1255159,1339512,1427677,1486178,1510450,1499985,1519869,1563033,1559486,1541794,986130,1477652,1455325,1381327,1261611,1105800,943494,924758,934182,980687,1065883,1137185,1176477,8,2015,
12,1015860,1210744,1282275,1331124,1360560,1389786,1378380,1361699,1370217,1357920,1327149,963823,1308639,1302194,1250982,1159554,1048042,919827,900167,903196,945783,1020704,1101336,1147624,8,2015,
13,966616,1113537,1161657,1176425,1208384,1204361,1196363,1191872,1199640,1196892,1177922,886857,1145857,1141904,1109232,1036668,927038,843529,829772,843212,888337,995100,1066892,1080493,8,2015,
14,843801,1040983,1079315,1076212,1067492,1054177,1052728,1046013,1044826,1049839,1047580,783551,1038977,1051731,1023064,959252,876180,757687,749717,770877,788250,812317,878342,962670,8,2015,
15,809953,1023483,1076555,1100766,1136219,1167826,1169058,1176478,1191298,1185091,1174083,751889,1156422,1172928,1137664,1046120,937595,740805,723294,719654,722806,744672,811921,930042,8,2015,
16,858092,1103283,1155567,1207393,1253741,1309373,1341691,1368672,1393749,1408006,1388923,817932,1345628,1348395,1293111,1151045,1022105,793925,783670,801586,854702,938128,1015978,1045529,8,2015,
17,941351,1130072,1204031,1270947,1318840,1372660,1401426,1414458,1449169,1458199,1432791,881349,1379779,1391173,1318210,1187955,1076388,853348,832585,846107,889422,971129,1039098,1077835,8,2015,
